timestamp;ballId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY;playerId;posX;posY
1575903065500;296F;39;17;94709;13;21;94760;38;17;94701;58;24;94707;42;18;94703;30;35;94696;35;23;94713;38;15;94758;33;-4;94710;44;34;94714;33;18;94699;39;22;94702;27;28;94695;-;-;94700;4;22;94694;42;9;94712;1;26;94706;18;22;94711;20;16;94704;20;28
1575903065700;296F;39;17;94709;13;22;94760;39;17;94701;57;24;94707;42;17;94703;29;35;94696;35;23;94713;38;15;94758;-;-;94710;44;34;94714;33;17;94699;39;22;94702;28;28;94695;-;-;94700;4;22;94694;42;9;94712;1;26;94706;17;23;94711;19;16;94704;20;28
1575903065900;296F;39;18;94709;13;22;94760;39;17;94701;57;24;94707;42;17;94703;29;35;94696;35;23;94713;38;16;94758;33;-4;94710;44;34;94714;33;17;94699;39;21;94702;28;28;94695;-;-;94700;4;22;94694;41;8;94712;1;26;94706;16;23;94711;20;16;94704;20;29
1575903066100;296F;40;18;94709;13;22;94760;39;18;94701;57;24;94707;43;17;94703;29;35;94696;34;23;94713;39;16;94758;33;-3;94710;44;34;94714;33;17;94699;39;20;94702;28;28;94695;-;-;94700;4;22;94694;41;8;94712;1;26;94706;16;22;94711;20;15;94704;21;29
1575903066300;296F;40;18;94709;-;-;94760;40;18;94701;57;24;94707;43;16;94703;29;35;94696;34;23;94713;40;17;94758;33;-3;94710;44;34;94714;33;17;94699;40;20;94702;29;28;94695;-;-;94700;5;22;94694;41;8;94712;1;26;94706;16;22;94711;20;15;94704;21;29
1575903066500;296F;40;18;94709;13;21;94760;40;18;94701;56;24;94707;43;16;94703;28;35;94696;34;23;94713;40;17;94758;33;-3;94710;45;34;94714;33;17;94699;41;20;94702;29;29;94695;-;-;94700;5;22;94694;41;8;94712;1;26;94706;16;23;94711;20;15;94704;21;29
1575903066700;296F;41;18;94709;13;21;94760;40;18;94701;56;24;94707;44;16;94703;28;35;94696;34;23;94713;41;17;94758;33;-4;94710;45;33;94714;33;17;94699;41;20;94702;30;29;94695;-;-;94700;5;22;94694;41;8;94712;1;26;94706;15;23;94711;20;15;94704;21;30
1575903066900;296F;42;18;94709;13;21;94760;41;18;94701;56;23;94707;44;16;94703;28;35;94696;34;23;94713;41;17;94758;32;-4;94710;45;33;94714;33;16;94699;42;20;94702;30;29;94695;-;-;94700;5;22;94694;41;8;94712;1;26;94706;15;23;94711;21;15;94704;21;30
1575903067100;296F;43;19;94709;13;20;94760;41;18;94701;56;23;94707;44;15;94703;28;35;94696;35;23;94713;41;17;94758;-;-;94710;45;33;94714;34;16;94699;42;20;94702;30;29;94695;-;-;94700;5;22;94694;42;8;94712;1;26;94706;15;22;94711;21;15;94704;22;30
1575903067300;296F;43;19;94709;13;20;94760;43;18;94701;56;23;94707;45;16;94703;27;36;94696;35;23;94713;42;17;94758;-;-;94710;46;33;94714;34;16;94699;43;20;94702;31;29;94695;-;-;94700;5;22;94694;42;8;94712;1;26;94706;15;22;94711;21;15;94704;22;30
1575903067500;296F;44;19;94709;13;20;94760;43;18;94701;56;23;94707;45;16;94703;27;36;94696;35;24;94713;43;16;94758;-;-;94710;46;33;94714;35;15;94699;44;20;94702;31;29;94695;-;-;94700;5;22;94694;42;8;94712;1;26;94706;15;22;94711;22;15;94704;22;30
1575903067700;296F;45;19;94709;13;20;94760;44;19;94701;57;24;94707;46;17;94703;27;36;94696;36;24;94713;43;16;94758;32;-4;94710;47;32;94714;35;15;94699;45;20;94702;31;29;94695;-;-;94700;6;22;94694;42;8;94712;1;26;94706;15;22;94711;22;15;94704;22;30
1575903067900;296F;46;20;94709;13;19;94760;45;19;94701;57;24;94707;47;17;94703;27;36;94696;37;24;94713;44;16;94758;32;-4;94710;47;32;94714;36;15;94699;46;20;94702;31;29;94695;-;-;94700;6;22;94694;42;8;94712;1;26;94706;15;21;94711;22;15;94704;22;30
1575903068100;296F;46;20;94709;14;19;94760;46;19;94701;57;24;94707;47;18;94703;28;36;94696;37;24;94713;44;16;94758;32;-4;94710;47;32;94714;36;15;94699;46;20;94702;31;29;94695;-;-;94700;6;22;94694;43;9;94712;1;26;94706;15;21;94711;23;14;94704;-;-
1575903068300;296F;47;21;94709;14;19;94760;47;19;94701;58;24;94707;48;18;94703;28;36;94696;38;24;94713;45;16;94758;32;-4;94710;48;32;94714;37;15;94699;47;21;94702;32;29;94695;-;-;94700;6;22;94694;43;9;94712;1;26;94706;15;21;94711;23;14;94704;23;30
1575903068500;296F;48;21;94709;14;19;94760;48;20;94701;58;24;94707;49;19;94703;28;36;94696;38;24;94713;-;-;94758;32;-4;94710;49;31;94714;38;15;94699;48;21;94702;32;29;94695;-;-;94700;6;22;94694;44;9;94712;1;26;94706;15;21;94711;24;14;94704;23;30
1575903068700;296F;48;22;94709;14;18;94760;49;20;94701;58;24;94707;50;20;94703;28;36;94696;39;24;94713;47;17;94758;32;-4;94710;49;31;94714;38;15;94699;48;21;94702;32;29;94695;-;-;94700;6;22;94694;44;10;94712;1;26;94706;16;20;94711;24;14;94704;23;30
1575903068900;296F;49;22;94709;14;18;94760;50;22;94701;59;24;94707;50;20;94703;28;36;94696;40;24;94713;47;17;94758;32;-4;94710;50;30;94714;39;15;94699;49;22;94702;33;29;94695;-;-;94700;6;22;94694;44;10;94712;1;26;94706;16;21;94711;25;14;94704;24;30
1575903069100;296F;52;23;94709;15;18;94760;50;22;94701;59;24;94707;52;21;94703;29;36;94696;40;24;94713;48;18;94758;32;-4;94710;50;30;94714;39;15;94699;49;22;94702;33;29;94695;-;-;94700;6;22;94694;45;11;94712;1;26;94706;16;21;94711;25;14;94704;24;30
1575903069300;296F;56;23;94709;15;18;94760;51;23;94701;59;24;94707;52;21;94703;29;36;94696;41;24;94713;48;18;94758;32;-4;94710;51;29;94714;40;16;94699;49;22;94702;33;29;94695;-;-;94700;7;22;94694;45;11;94712;1;26;94706;16;21;94711;26;15;94704;24;30
1575903069500;296F;59;24;94709;15;18;94760;51;24;94701;59;24;94707;53;22;94703;29;36;94696;41;25;94713;49;18;94758;32;-4;94710;52;29;94714;40;16;94699;50;23;94702;33;29;94695;-;-;94700;7;22;94694;45;12;94712;1;26;94706;17;21;94711;26;15;94704;24;30
1575903069700;296F;58;24;94709;16;18;94760;51;25;94701;59;24;94707;54;22;94703;29;36;94696;42;25;94713;49;18;94758;32;-4;94710;52;29;94714;40;16;94699;50;23;94702;33;29;94695;-;-;94700;7;22;94694;46;12;94712;1;26;94706;17;21;94711;27;15;94704;25;30
1575903069900;296F;58;24;94709;16;18;94760;51;25;94701;59;24;94707;54;23;94703;29;36;94696;42;25;94713;50;18;94758;32;-4;94710;53;28;94714;40;16;94699;50;23;94702;34;29;94695;-;-;94700;7;22;94694;46;12;94712;1;26;94706;17;21;94711;27;15;94704;25;30
1575903070100;296F;58;25;94709;16;18;94760;51;25;94701;59;25;94707;55;23;94703;30;36;94696;43;26;94713;50;18;94758;32;-4;94710;53;28;94714;40;16;94699;50;23;94702;34;29;94695;-;-;94700;8;22;94694;46;13;94712;1;26;94706;17;21;94711;27;15;94704;26;30
1575903070300;296F;57;25;94709;16;18;94760;51;26;94701;59;25;94707;55;24;94703;31;36;94696;43;26;94713;51;18;94758;32;-4;94710;54;29;94714;40;16;94699;50;24;94702;34;29;94695;-;-;94700;8;22;94694;47;13;94712;1;26;94706;17;21;94711;27;15;94704;26;30
1575903070500;-;-;-;94709;-;-;94760;-;-;94701;-;-;94707;-;-;94703;-;-;94696;-;-;94713;-;-;94758;32;-4;94710;-;-;94714;-;-;94699;-;-;94702;-;-;94695;-;-;94700;-;-;94694;-;-;94712;-;-;94706;-;-;94711;-;-;94704;-;-
1575903070700;-;-;-;94709;-;-;94760;-;-;94701;-;-;94707;-;-;94703;-;-;94696;-;-;94713;-;-;94758;32;-4;94710;-;-;94714;-;-;94699;-;-;94702;-;-;94695;-;-;94700;-;-;94694;-;-;94712;-;-;94706;-;-;94711;-;-;94704;-;-
1575903070900;296F;57;25;94709;17;18;94760;51;26;94701;59;25;94707;55;24;94703;31;36;94696;44;26;94713;51;18;94758;32;-4;94710;54;29;94714;40;16;94699;51;25;94702;34;29;94695;-;-;94700;8;23;94694;47;13;94712;1;26;94706;18;21;94711;28;15;94704;26;31
1575903071100;296F;55;26;94709;18;18;94760;51;26;94701;60;25;94707;55;25;94703;31;36;94696;44;27;94713;52;18;94758;32;-4;94710;54;30;94714;40;17;94699;51;26;94702;34;29;94695;-;-;94700;8;23;94694;48;14;94712;1;26;94706;18;21;94711;28;15;94704;26;31
1575903071300;296F;55;26;94709;18;18;94760;51;26;94701;60;25;94707;55;25;94703;31;36;94696;44;27;94713;51;18;94758;32;-4;94710;54;31;94714;40;17;94699;51;26;94702;34;29;94695;-;-;94700;8;23;94694;48;14;94712;1;26;94706;19;21;94711;28;15;94704;27;31
1575903071500;296F;55;26;94709;18;17;94760;50;26;94701;60;25;94707;-;-;94703;32;37;94696;44;27;94713;51;18;94758;32;-4;94710;54;32;94714;40;18;94699;52;26;94702;34;30;94695;-;-;94700;9;23;94694;48;14;94712;1;26;94706;19;21;94711;29;15;94704;27;31
1575903071700;296F;54;27;94709;18;17;94760;50;26;94701;60;25;94707;55;26;94703;32;37;94696;44;27;94713;51;18;94758;32;-4;94710;54;32;94714;40;18;94699;53;26;94702;35;30;94695;-;-;94700;9;23;94694;47;14;94712;1;26;94706;19;21;94711;29;16;94704;28;31
1575903071900;296F;54;29;94709;18;17;94760;50;26;94701;60;25;94707;54;26;94703;32;37;94696;-;-;94713;51;18;94758;32;-4;94710;53;32;94714;40;18;94699;53;27;94702;35;30;94695;-;-;94700;9;23;94694;48;14;94712;1;26;94706;19;21;94711;29;16;94704;28;31
1575903072100;296F;54;30;94709;18;17;94760;49;26;94701;60;25;94707;53;26;94703;33;37;94696;43;27;94713;50;18;94758;32;-4;94710;53;33;94714;40;18;94699;54;27;94702;35;30;94695;-;-;94700;9;23;94694;-;-;94712;1;26;94706;19;21;94711;29;16;94704;28;32
1575903072300;296F;53;31;94709;18;17;94760;49;26;94701;60;25;94707;52;26;94703;33;37;94696;43;27;94713;50;18;94758;32;-4;94710;53;33;94714;40;19;94699;54;28;94702;36;30;94695;-;-;94700;10;23;94694;47;14;94712;1;26;94706;19;21;94711;29;16;94704;29;32
1575903072500;296F;53;32;94709;18;17;94760;48;26;94701;60;26;94707;-;-;94703;33;38;94696;43;27;94713;49;18;94758;32;-4;94710;53;33;94714;40;19;94699;53;28;94702;36;31;94695;-;-;94700;10;23;94694;-;-;94712;1;26;94706;19;21;94711;30;16;94704;29;32
1575903072700;296F;53;33;94709;18;17;94760;48;26;94701;60;26;94707;52;26;94703;34;38;94696;42;28;94713;49;18;94758;32;-4;94710;53;33;94714;40;20;94699;53;29;94702;36;31;94695;-;-;94700;10;23;94694;-;-;94712;1;26;94706;20;21;94711;30;17;94704;30;33
1575903072900;296F;53;33;94709;18;17;94760;47;26;94701;60;26;94707;51;26;94703;34;38;94696;41;28;94713;49;18;94758;32;-4;94710;53;33;94714;40;20;94699;53;30;94702;36;31;94695;-;-;94700;10;23;94694;47;15;94712;1;26;94706;20;22;94711;30;17;94704;30;33
1575903073100;296F;52;34;94709;19;17;94760;47;26;94701;60;26;94707;51;26;94703;35;38;94696;41;28;94713;48;18;94758;32;-4;94710;52;34;94714;39;21;94699;52;30;94702;36;32;94695;-;-;94700;10;23;94694;-;-;94712;1;26;94706;20;22;94711;30;17;94704;31;33
1575903073300;296F;52;34;94709;19;16;94760;46;27;94701;60;26;94707;51;26;94703;35;38;94696;40;28;94713;48;18;94758;32;-4;94710;52;34;94714;39;22;94699;52;31;94702;36;32;94695;-;-;94700;10;24;94694;46;15;94712;1;26;94706;19;22;94711;30;17;94704;31;34
1575903073500;296F;51;34;94709;19;16;94760;46;27;94701;60;26;94707;52;26;94703;36;38;94696;40;28;94713;48;18;94758;32;-4;94710;52;35;94714;39;22;94699;51;31;94702;36;32;94695;-;-;94700;10;24;94694;46;15;94712;1;26;94706;19;22;94711;30;18;94704;32;34
1575903073700;296F;50;35;94709;19;16;94760;45;27;94701;60;26;94707;52;25;94703;36;39;94696;39;28;94713;47;18;94758;33;-4;94710;51;35;94714;39;23;94699;51;32;94702;36;33;94695;-;-;94700;11;24;94694;46;15;94712;1;26;94706;19;22;94711;30;18;94704;-;-
1575903073900;296F;50;35;94709;20;16;94760;45;27;94701;60;26;94707;52;25;94703;36;39;94696;38;28;94713;47;19;94758;33;-4;94710;-;-;94714;39;24;94699;50;33;94702;36;33;94695;-;-;94700;11;24;94694;46;15;94712;1;26;94706;19;23;94711;30;18;94704;32;35
1575903074100;296F;50;35;94709;20;16;94760;44;28;94701;60;26;94707;52;25;94703;37;39;94696;37;28;94713;46;19;94758;33;-4;94710;50;35;94714;38;24;94699;49;34;94702;36;33;94695;-;-;94700;11;24;94694;46;15;94712;1;26;94706;19;23;94711;30;19;94704;32;35
1575903074300;296F;49;36;94709;20;15;94760;44;28;94701;60;26;94707;52;25;94703;37;39;94696;37;28;94713;46;19;94758;33;-4;94710;50;35;94714;38;25;94699;49;34;94702;36;33;94695;-;-;94700;11;24;94694;46;15;94712;1;26;94706;18;23;94711;30;20;94704;33;35
1575903074500;296F;48;36;94709;20;15;94760;43;28;94701;60;26;94707;52;25;94703;38;39;94696;36;28;94713;46;19;94758;33;-4;94710;49;35;94714;38;25;94699;49;35;94702;36;33;94695;-;-;94700;11;24;94694;45;16;94712;1;26;94706;18;23;94711;30;20;94704;33;35
1575903074700;296F;48;37;94709;20;15;94760;43;28;94701;59;26;94707;52;25;94703;38;39;94696;35;29;94713;45;19;94758;33;-4;94710;49;36;94714;38;26;94699;48;35;94702;36;33;94695;-;-;94700;11;24;94694;45;16;94712;1;26;94706;18;23;94711;29;20;94704;33;35
1575903074900;296F;47;37;94709;21;15;94760;43;29;94701;59;26;94707;52;25;94703;38;40;94696;35;29;94713;45;20;94758;33;-4;94710;48;37;94714;38;26;94699;48;36;94702;36;33;94695;-;-;94700;12;24;94694;45;16;94712;1;26;94706;18;23;94711;29;21;94704;33;36
1575903075100;296F;47;37;94709;21;15;94760;43;29;94701;59;26;94707;52;25;94703;39;40;94696;34;29;94713;45;20;94758;33;-4;94710;48;37;94714;38;27;94699;47;36;94702;36;33;94695;-;-;94700;12;24;94694;45;16;94712;1;26;94706;18;24;94711;29;21;94704;34;36
1575903075300;296F;47;38;94709;21;15;94760;43;30;94701;59;26;94707;52;25;94703;39;40;94696;34;29;94713;44;20;94758;33;-4;94710;47;37;94714;38;28;94699;46;37;94702;36;33;94695;-;-;94700;12;24;94694;45;17;94712;1;26;94706;18;24;94711;29;21;94704;34;36
1575903075500;296F;46;38;94709;21;16;94760;43;30;94701;59;26;94707;52;25;94703;39;40;94696;33;29;94713;44;20;94758;33;-4;94710;46;38;94714;38;28;94699;46;37;94702;36;33;94695;-;-;94700;12;24;94694;45;17;94712;1;26;94706;18;24;94711;29;22;94704;35;36
1575903075700;296F;46;39;94709;22;16;94760;43;30;94701;59;26;94707;52;25;94703;40;40;94696;33;30;94713;44;20;94758;-;-;94710;46;38;94714;38;29;94699;45;37;94702;36;34;94695;-;-;94700;12;24;94694;45;17;94712;1;26;94706;18;24;94711;29;22;94704;35;36
1575903075900;296F;45;39;94709;22;16;94760;43;31;94701;59;26;94707;52;26;94703;40;40;94696;33;30;94713;44;20;94758;-;-;94710;45;38;94714;38;29;94699;45;37;94702;36;34;94695;-;-;94700;12;24;94694;45;17;94712;1;26;94706;18;24;94711;29;23;94704;35;37
1575903076100;296F;45;39;94709;22;16;94760;43;31;94701;59;26;94707;51;26;94703;40;40;94696;32;30;94713;44;20;94758;-;-;94710;45;39;94714;38;30;94699;44;38;94702;36;34;94695;-;-;94700;12;24;94694;45;17;94712;1;26;94706;18;24;94711;29;23;94704;36;37
1575903076300;296F;44;39;94709;22;16;94760;43;32;94701;59;26;94707;51;26;94703;41;40;94696;32;30;94713;43;21;94758;-;-;94710;45;39;94714;38;30;94699;44;38;94702;36;35;94695;-;-;94700;12;24;94694;44;17;94712;1;26;94706;18;24;94711;29;24;94704;36;37
1575903076500;296F;45;39;94709;22;16;94760;43;32;94701;58;27;94707;51;26;94703;41;40;94696;31;30;94713;43;21;94758;-;-;94710;44;39;94714;38;30;94699;43;39;94702;37;35;94695;-;-;94700;12;24;94694;44;17;94712;1;26;94706;18;24;94711;29;24;94704;37;38
1575903076700;296F;45;39;94709;23;16;94760;42;32;94701;58;27;94707;51;26;94703;41;41;94696;31;30;94713;43;21;94758;-;-;94710;44;39;94714;38;30;94699;44;39;94702;37;36;94695;-;-;94700;12;24;94694;44;18;94712;1;26;94706;18;24;94711;29;24;94704;37;38
1575903076900;296F;46;39;94709;-;-;94760;42;32;94701;58;27;94707;51;26;94703;41;41;94696;31;31;94713;43;21;94758;-;-;94710;44;39;94714;38;30;94699;44;40;94702;38;36;94695;-;-;94700;11;24;94694;44;17;94712;1;26;94706;18;24;94711;29;25;94704;38;39
1575903077100;296F;46;39;94709;23;16;94760;42;33;94701;58;27;94707;51;27;94703;40;41;94696;30;31;94713;43;22;94758;-;-;94710;45;39;94714;38;30;94699;44;40;94702;38;36;94695;-;-;94700;11;24;94694;44;18;94712;1;26;94706;18;24;94711;29;25;94704;38;39
1575903077300;296F;46;39;94709;23;16;94760;43;33;94701;58;27;94707;51;27;94703;40;41;94696;30;31;94713;43;22;94758;-;-;94710;45;39;94714;38;30;94699;45;40;94702;39;36;94695;-;-;94700;11;24;94694;44;18;94712;1;26;94706;18;24;94711;30;25;94704;38;39
1575903077500;296F;47;39;94709;24;16;94760;43;33;94701;58;27;94707;51;27;94703;40;41;94696;31;32;94713;44;23;94758;-;-;94710;46;39;94714;38;30;94699;45;39;94702;40;36;94695;-;-;94700;11;24;94694;44;18;94712;1;26;94706;19;24;94711;30;25;94704;38;39
1575903077700;296F;47;38;94709;24;16;94760;43;33;94701;58;27;94707;51;27;94703;40;41;94696;31;32;94713;44;23;94758;-;-;94710;46;39;94714;38;29;94699;45;39;94702;40;36;94695;-;-;94700;11;24;94694;44;18;94712;1;26;94706;19;24;94711;30;25;94704;38;39
1575903077900;296F;47;38;94709;24;16;94760;43;33;94701;59;26;94707;52;27;94703;39;41;94696;31;32;94713;45;24;94758;-;-;94710;47;38;94714;38;29;94699;46;39;94702;41;35;94695;-;-;94700;11;24;94694;44;18;94712;1;26;94706;19;24;94711;30;25;94704;38;39
1575903078100;296F;48;38;94709;24;16;94760;43;32;94701;59;26;94707;52;27;94703;39;41;94696;31;32;94713;46;24;94758;-;-;94710;47;38;94714;38;29;94699;46;38;94702;42;35;94695;-;-;94700;11;24;94694;44;18;94712;1;26;94706;19;23;94711;30;25;94704;38;39
1575903078300;296F;48;38;94709;25;16;94760;44;32;94701;59;26;94707;52;27;94703;39;41;94696;32;32;94713;46;24;94758;-;-;94710;48;38;94714;-;-;94699;47;38;94702;42;35;94695;-;-;94700;11;25;94694;45;18;94712;1;25;94706;20;23;94711;31;24;94704;38;38
1575903078500;296F;48;38;94709;25;16;94760;-;-;94701;59;26;94707;52;28;94703;39;41;94696;32;32;94713;47;25;94758;-;-;94710;48;38;94714;38;28;94699;48;38;94702;42;35;94695;-;-;94700;11;25;94694;45;18;94712;1;25;94706;20;23;94711;31;24;94704;38;38
1575903078700;296F;48;36;94709;25;15;94760;44;31;94701;60;26;94707;52;28;94703;39;41;94696;32;32;94713;47;25;94758;-;-;94710;48;38;94714;38;28;94699;48;37;94702;42;34;94695;-;-;94700;11;25;94694;45;18;94712;1;24;94706;20;23;94711;31;24;94704;38;38
1575903078900;296F;48;34;94709;25;15;94760;44;31;94701;60;26;94707;52;28;94703;38;41;94696;32;32;94713;48;26;94758;-;-;94710;48;38;94714;39;27;94699;49;37;94702;43;34;94695;-;-;94700;11;25;94694;45;18;94712;1;24;94706;20;23;94711;31;24;94704;38;38
1575903079100;296F;48;33;94709;25;15;94760;45;31;94701;60;26;94707;52;29;94703;38;40;94696;32;31;94713;48;26;94758;-;-;94710;49;38;94714;39;27;94699;49;37;94702;43;33;94695;-;-;94700;11;25;94694;46;18;94712;1;23;94706;20;23;94711;31;24;94704;38;38
1575903079300;296F;48;32;94709;25;15;94760;45;31;94701;60;26;94707;52;29;94703;38;40;94696;33;31;94713;48;27;94758;-;-;94710;49;38;94714;40;26;94699;50;37;94702;44;33;94695;-;-;94700;12;25;94694;46;18;94712;1;23;94706;21;23;94711;32;24;94704;37;38
1575903079500;296F;48;31;94709;26;15;94760;46;31;94701;60;26;94707;51;29;94703;38;40;94696;33;31;94713;48;28;94758;-;-;94710;50;38;94714;40;26;94699;50;37;94702;44;33;94695;-;-;94700;12;25;94694;46;18;94712;1;22;94706;21;22;94711;32;24;94704;37;38
1575903079700;296F;48;30;94709;26;15;94760;46;30;94701;60;26;94707;51;29;94703;37;40;94696;33;31;94713;48;29;94758;-;-;94710;50;37;94714;41;26;94699;50;36;94702;44;33;94695;-;-;94700;11;25;94694;47;18;94712;1;21;94706;21;22;94711;32;24;94704;37;38
1575903079900;296F;48;30;94709;26;15;94760;47;30;94701;60;26;94707;51;29;94703;37;40;94696;34;31;94713;48;29;94758;-;-;94710;50;37;94714;41;25;94699;50;36;94702;44;33;94695;-;-;94700;11;25;94694;47;18;94712;1;21;94706;21;22;94711;32;24;94704;37;37
